domain	cluster	score	partisan_score
lythamstannesexpress.co.uk	1		-0.4973578996277016
macarthuradvertiser.com.au	7		0.010394576220211638
macclesfield-express.co.uk	46		-0.6495439361251109
macdailynews.com	35		-0.35072613280472587
maciverinstitute.com	9		-0.06123861977398985
macleans.ca	16	-0.3833	-0.01607770849646526
macleayargus.com.au	7		0.004657674215617551
macobserver.com	35	-0.2432	-0.04334706660467935
macombdaily.com	43		0.07044284120315919
macon.com	48	0.2181	0.128215358500124
macrobusiness.com.au	7		-0.02167054098483897
macrumors.com	35	0.0751	-0.01752270996308448
madamenoire.com	42	-0.6595	-0.02286775350071501
maderatribune.com	46		-0.6471979998625443
madison.com	9		0.3203561362478648
madisoncountycourier.com	25		-0.2462989772743798
magicvalley.com	21	0.254	0.676484451265452
magneticmag.com	32		-0.6974017621425828
maidenhead-advertiser.co.uk	46		-0.6399026544870742
mailtribune.com	30	-0.131	-0.29684928010961326
maine.edu	46		-0.49797479403907285
mainebiz.biz	22	-0.2073	-0.07897153283314813
mainecampus.com	30		-0.48361189943085814
mainelymediallc.com	46		-0.5930491446602771
mainepublic.org	22	-0.7549	-0.05456582776936027
mainlinemedianews.com	30	-0.0893	-0.4412144862778633
mainstreamweekly.net	5		-0.051747948975385566
maitlandmercury.com.au	7		-0.00534089531399019
maizenbrew.com	43	0.3836	-0.23731946800277598
makeuseof.com	35	0.1168	-0.2526706156227941
malaya.com.ph	37		-0.08390554180059591
malaymail.com	49		0.19336040371068675
malaysia-chronicle.com	49		-0.06671859118316127
malaysiakini.com	49		-0.04255308654191845
malaysiandigest.com	49		0.07461574837805963
maldonandburnhamstandard.co.uk	47		0.17709498063324614
malibutimes.com	46		-0.6502681107976579
maltonmercury.co.uk	22		-0.04788511906010724
malverngazette.co.uk	47		0.17726859526707037
malvernobserver.co.uk	46		-0.6865049429909525
mamamia.com.au	7	-0.264	-0.006368914587811561
managedcaremag.com	29		-0.07933914065769448
managementtoday.co.uk	1		-0.4742233915549265
managingmadrid.com	4		-0.16396440754307146
manchester.ac.uk	46		-0.6281659909749795
manchestereveningnews.co.uk	4	-0.039	-0.07471164700456619
manchestergazette.co.uk	46		-0.6075497710259132
manchesterjournal.com	22		-0.23317010997878612
mandatory.com	22	0.1127	-0.08864106418741431
mandurahmail.com.au	46		-0.5276247721293645
manilastandardtoday.com	37		-0.1506000388569965
manilatimes.net	37		0.04739720098093869
manitobacooperator.ca	30		-0.40718499941453856
manitoulin.ca	46		-0.5392504012197454
mankatofreepress.com	9		0.05633262004752221
manmonthly.com.au	36		-0.18653534920327478
manningrivertimes.com.au	7		0.006485775570555941
manoramaonline.com	5		0.011033515940113769
mantecabulletin.com	48		0.07173557600592581
manufacturing.net	10	0.2015	0.19193759732950505
manutd.com	4	0.0586	-0.06682719135891182
manxradio.com	47		0.12501372698430002
mapleridgenews.com	38		0.00938672732844188
maravipost.com	46		-0.5570153611333644
marca.com	4	-0.0292	-0.1420954410565462
marconews.com	18		0.09903336491329406
marieclaire.co.uk	13	-0.1057	-0.057578395210068994
marieclaire.com	13	-0.4621	0.01283094061246029
mariettatimes.com	22		-0.05635512888367178
marilynstowe.co.uk	1		-0.6148824952252224
marinecorpstimes.com	3	0.409	0.14799004075534855
marinelink.com	28		-0.16786769746814265
marinelog.com	28		-0.28819281397446694
marinij.com	48	-0.1937	-0.012066435706247132
marionstar.com	27		0.04751566131463219
maritime-executive.com	28	0.1424	-0.030360530425963532
marketing-interactive.com	22		-0.17972437505735342
marketingdive.com	22	-0.0306	-0.2143390780452419
marketingland.com	35	0.0244	-0.3332177619535473
marketingmag.ca	46		-0.5189748235117728
marketingmag.com.au	36	0.1991	-0.25546244759785514
marketingmagazine.co.uk	22	-0.2798	-0.10215462337377486
marketingweek.com	22	-0.059	-0.17249469263111372
marketoracle.co.uk	10		0.01843355057565926
marketplace.org	30	-0.4541	-0.4178614080122665
marketpulse.com	10		0.03528215609625984
marketrasenmail.co.uk	1		-0.21589180548585216
marketrealist.com	10		-0.046011989222232444
marketwatch.com	10	0.2847	0.1883911907297572
marketwired.com	28	0.1203	-0.11447464789629412
marshallindependent.com	9		-0.09746734831557104
marshallnewsmessenger.com	46		-0.6010165018077466
martinezgazette.com	30		-0.36481485064924063
martinsvillebulletin.com	22		-0.026330312383307616
martlet.ca	30		-0.429637064191422
marxist.ca	16		-0.09753398636542185
marxist.com	19		-0.10264804778406285
maryvilledailyforum.com	24		0.06267865664916612
mashable.com	35	-0.1223	0.12364924407459697
masnsports.com	30	0.2967	-0.2960985389160442
massdevice.com	29	0.0883	-0.2614468133077091
massey.ac.nz	46		-0.5043415355375999
masslive.com	34	-0.2665	-0.022626110864735635
matlockmercury.co.uk	1		-0.15902961438073265
mauinews.com	22		-0.11982659881895774
mauinow.com	22		-0.07551639766119254
maxboxing.com	22		-0.09254678549462238
maxim.com	13	0.1833	-0.07917145954959812
mayerthorpefreelancer.com	16		-0.05930240325440013
mayonews.ie	33		-0.43658529960264714
maysville-online.com	21		0.5938052166597315
mb.com.ph	37		-0.007962654257133307
mbtmag.com	10		0.3587433120915917
mcalesternews.com	18		-0.07063861495048074
mcall.com	18	0.1789	0.04020902339362979
mcclatchydc.com	11	-0.1175	0.374851569707931
mcdonoughvoice.com	26		-0.3394458233060623
mcdowellnews.com	30		-0.3115258943021705
mcfc.co.uk	4		-0.29419799913750505
mcgill.ca	46	-0.6201	-0.6973225957929794
mcgilldaily.com	46		-0.7339812856061732
mcgilltribune.com	46		-0.7857529847746628
mcknights.com	29	0.1256	-0.266645512360166
mcnews.com.au	30		-0.355146092996627
mcrecord.com	46		-0.5684423556648587
mcvpacific.com	31		-0.2270639769712477
mcvuk.com	31		-0.13025560762051455
mdcoastdispatch.com	46		-0.5537483073010577
mddionline.com	29	-0.0181	-0.5193978056468269
mdjonline.com	11	0.2428	0.3566756145138852
meadvilletribune.com	27	0.2851	0.04219851446238299
mearnsleader.co.uk	40		-0.23112882147781136
medcitynews.com	29	-0.0304	-0.15819822621369142
medgadget.com	46	-0.0152	-0.6619910241836879
mediaite.com	15	0.1359	0.11952712371371743
mediamatters.org	15	-0.7221	0.014438591064346496
mediamaxnetwork.co.ke	22		-0.04619581450776988
medianama.com	35		-0.1389883981310672
mediapost.com	35	-0.1582	-0.04354445857780163
mediaupdate.co.za	46		-0.5435656666908377
medicaldaily.com	41	0.0382	-0.11728374102510666
medicalnewstoday.com	41	0.091	-0.11804498701100558
medicalxpress.com	41	-0.0801	-0.028725281590237607
medicinehatnews.com	38		0.23911319372405743
medindia.net	41		-0.08921949911454818
medium.com	35	-0.2793	-0.18989344537348224
medpagetoday.com	29	0.0257	-0.0063348722255355105
medscape.com	29	-0.0148	-0.14169478575130073
meetingsnet.com	46	0.0007	-0.6229853775343457
meforum.org	46	0.6961	-0.5005077536555855
melbournefc.com.au	30		-0.490622660745032
meltontimes.co.uk	1		-0.5582252249953076
memeburn.com	35	-0.0254	-0.334577650341174
memphisdailynews.com	18	-0.1564	-0.11426869932644143
memphisdemocrat.com	30		-0.4269775807836447
memphisflyer.com	30	-0.3911	-0.2468241511129868
mensfitness.com	30	0.1902	-0.4416884161685508
mensjournal.com	30	0.0295	-0.49696675387629
mensxp.com	5	-0.3129	-0.07849816132703324
mentalfloss.com	20	-0.2041	-0.5506355625392227
mercedsunstar.com	48		0.36049251871682836
mercopress.com	19		0.3029276733403229
mercurynews.com	48	-0.1167	0.05062571745395893
meridianbooster.com	46		-0.48813610326041285
meridianstar.com	18		-0.00501132283294296
merinews.com	5		-0.03888239420964184
merrittherald.com	38		-0.16169515995380077
merryjane.com	29		-0.09934146954629786
messenger-inquirer.com	48		0.25389358539751133
messengernews.net	46	0.6028	-0.480896135844598
messengernewspapers.co.uk	47		0.17507279713692456
metalinjection.net	32	0.0187	-0.04690690441477334
metalunderground.com	32		-0.10432563385579945
methowvalleynews.com	46		-0.6384098638469473
metro.co.uk	13	-0.1239	-0.018460953068768
metro.us	21	-0.402	0.5720828075410156
metropolismag.com	46	-0.5273	-0.7139435544508482
metrospirit.com	30		-0.5031901444409916
metrotimes.com	43	-0.5513	-0.19709129795037897
metroweekly.com	22	-0.7781	0.005032001054409741
metrowestdailynews.com	34	-0.1544	-0.1018011279021363
metsmerizedonline.com	22		-0.14577201347755497
mfrtech.com	46		-0.5742733001248883
mg.co.za	22	-0.7808	-0.015280639825386588
mhpbooks.com	30	-0.5716	-0.5832355787050071
mi2n.com	46	-0.2494	-0.7080814700903969
miami.com	42	-0.0826	-0.3388697476222068
miamidolphins.com	18	0.3247	-0.31065598423029983
miamiherald.com	48	-0.0444	0.27944092979608526
miaminewtimes.com	32	-0.3212	-0.5406871320849443
miamistudent.net	46		-0.6821570987042276
miamitodaynews.com	46	0.2359	-0.6458316689515408
mibiz.com	46		-0.5519761123823902
mic.com	11	-0.595	0.3642784477897576
michigandaily.com	43	-0.4827	-0.33566169910937393
michiganradio.org	43	-0.474	-0.08328370112479172
michigansthumb.com	21		0.713330644343068
michronicleonline.com	43		-0.06091995668489016
microfinancemonitor.com	5		-0.11371817144520747
microscope.co.uk	17		-0.30602700883634515
mid-day.com	5	-0.2486	-0.02189936816547992
middevongazette.co.uk	1		-0.028214651924626515
middevonstar.co.uk	47		0.17316910278122447
middle-east-online.com	6		0.2611340162894776
middleeasteye.net	6	-0.4547	0.31026806118849365
middleeastmonitor.com	12	-0.2798	0.24071446216079787
middletownpress.com	11	-0.0745	0.26058208614163225
middletowntranscript.com	22		-0.12594199910403622
midhudsonnews.com	25	-0.0026	-0.3277923474983856
midhurstandpetworth.co.uk	22		-0.09796078826629916
midlothianadvertiser.co.uk	40		-0.3694417945832796
midmajormadness.com	46	0.3273	-0.43860864662465554
midsussextimes.co.uk	22		-0.07708523684479793
midweekherald.co.uk	1		-0.3432650421345681
midwestenergynews.com	46	-0.4004	-0.5143189632704729
mighty1090.com	22		-0.24713853437922334
mihomepaper.com	46		-0.6136863721723326
milb.com	30	0.4558	-0.49012208795135365
milehighhockey.com	46		-0.5535417516265964
milehighreport.com	22	0.5276	-0.09613985888769559
milehighsports.com	22	0.5616	-0.06134844963588205
milforddailynews.com	34	-0.0005	-0.11836577262485005
milfordmercury.co.uk	47		0.17485886873738363
military-technologies.net	28	0.1581	0.016701951392695806
military.com	3	0.3642	0.13764599076893136
militarytimes.com	3	0.2375	0.2068641254957099
milligazette.com	5		0.0734228193182887
milngavieherald.co.uk	40		-0.39386163202506813
miltonkeynes.co.uk	22		-0.08387346769976725
milwaukeemag.com	30		-0.4530595275898922
mindanaoexaminer.com	37		0.08044788589062955
mindanews.com	37		-0.068173803410947
mindentimes.ca	46		-0.6235081736144058
mineralwellsindex.com	2		-0.022425043310956454
mineweb.com	10		-0.21954370555756608
mingtiandi.com	46		-0.5689673992622128
mining-journal.com	28		-0.3464323345948829
mining-technology.com	36		-0.3128582181569568
mining.com	28		-0.2897887696947843
mininggazette.com	46		-0.5337442754190156
miningjournal.net	43		-0.23666567489223395
miningweekly.com	36		-0.18676821526637194
minnlawyer.com	9		-0.07776643743644396
minnpost.com	9	-0.3899	-0.05291764959845413
minotdailynews.com	9		-0.036847658823860985
minsterfm.com	19		0.09663391373945787
mintpressnews.com	6	-0.1743	0.24028305187614246
miragenews.com	36		0.02595354241799218
mirfieldreporter.co.uk	22		-0.04167997307987111
mironline.ca	6		0.24781726992004102
mirror.co.uk	22	0.1505	0.047446234779647156
mirrorspectator.com	46		-0.3047342976783731
mis-asia.com	17		-0.048913352157023846
missionlocal.org	46		-0.5515634870319241
mississauga.com	38		0.10321498251820757
missmalini.com	5		-0.08895321596894326
missoulian.com	21	-0.3516	0.48506672462889694
missourinet.com	22		-0.06838983500621307
mit.edu	41		-0.345285115774653
mitchelladvocate.com	16		-0.04549470664148412
mitchellrepublic.com	9	0.5818	0.03415543598638556
miusoccer.com	4		-0.057378430851641245
mix957gr.com	13		-0.03403858293017013
mix96.co.uk	47		0.20639841492839886
mixdownmag.com.au	32		-0.313126910083932
mixmag.net	32	-0.4709	-0.736461783949507
mixonline.com	46		-0.7535411102106921
mjtimes.sk.ca	46		-0.6392316307817439
mlb.com	48	0.3791	-0.030140643581338236
mlbdailydish.com	30	0.3855	-0.3091517813780785
mlbtraderumors.com	48	0.3647	-0.12688985776750716
mlive.com	43	-0.036	-0.043172233759855606
mlssoccer.com	38	0.1752	-0.2094838717227158
mltnews.com	46		-0.642442307117357
mmafighting.com	22	0.3053	-0.07905203835143666
mmajunkie.com	22	-0.0048	-0.08932935391396785
mmamania.com	22	0.2824	-0.07708291571765896
mmaweekly.com	22	0.2942	-0.0799162383086769
mmh.com	46		-0.5603253629186111
mmm-online.com	30	-0.222	-0.25887694018173446
mndaily.com	9	-0.3418	-0.37222646508571916
mnn.com	41	-0.1989	-0.41733940208944004
mnnonline.org	46		-0.634868370312552
mnsun.com	9		-0.29115812902201144
mo4ch.com	21		0.5289686683001138
mobihealthnews.com	29	-0.2306	-0.17989912027674965
mobilemarketer.com	46	-0.0675	-0.6292057711353228
mobilemarketingmagazine.com	35		-0.1012075939522519
mobilemarketingwatch.com	35	-0.0202	-0.3583629054684308
mobilenapps.com	31		-0.12998582744767867
mobilenewscwp.co.uk	35		-0.2647748573353334
mobileworldlive.com	35		-0.11665802105522009
modbee.com	48	0.1274	0.40397389877453327
modernghana.com	22		-0.03253691834947822
modernhealthcare.com	29	-0.0943	0.004240936698294151
modernmedicine.com	29		-0.27777065592295347
modernreaders.com	41		-0.2837302329679923
moderntiredealer.com	46		-0.5230341837726525
mohavedailynews.com	48		0.09304300135135322
mojo4music.com	32		-0.615972031107927
molawyersmedia.com	11		0.276271209461241
mondaq.com	30	0.1094	-0.24173652977683413
mondediplo.com	6		-0.02449843116091201
mondovisione.com	10		-0.178807889824151
moneycontrol.com	5		0.0018990807893449263
moneylife.in	5		-0.06875384471101895
moneymanagement.com.au	36		-0.3369488663594343
moneymarketing.co.uk	22		-0.14646438877210563
moneymorning.com	10	0.4815	-0.1274750313738071
moneyobserver.com	22		-0.19069726264092102
moneysavingexpert.com	1		-0.5220741016135937
moneysense.ca	16		-0.3044256781766942
moneyshow.com	10		-0.1278346184147761
moneytalksnews.com	46	0.3203	-0.5283009537528588
moneyweb.co.za	22		-0.09499975266363825
moneyweek.com	10		-0.14114820943876427
moneywise.co.uk	22		-0.16600927052734
mongabay.com	37		-0.37350354496185634
monitordaily.com	28		-0.1625986656106544
monroemonitor.com	30		-0.4996216132449317
monroenews.com	43		-0.03170131314429832
monstersandcritics.com	13	-0.0069	-0.12062238886663336
montenews.com	22		-0.11403696772238262
montereycountyweekly.com	24		0.013330581513346857
montereyherald.com	48	-0.138	0.01920940196564968
montgomeryadvertiser.com	18	-0.1615	-0.013856144673474414
montgomerynews.com	18	-0.1564	-0.10977387137527336
monthlyreview.org	30		-0.1884977094057426
montpelierbridge.com	30		-0.38991715851597186
montrealgazette.com	38	-0.222	0.04220061100611636
montrosepress.com	24		-0.003606548275570686
montrosereview.co.uk	40		-0.30629000308032045
moodiereport.com	46		-0.5408669126817103
mooresvilletribune.com	18		-0.08856921269163973
moreaboutadvertising.com	22		-0.11279058372284369
moreechampion.com.au	7		0.01145894713025022
morganhilltimes.com	46		-0.6393696063032791
morganton.com	21		0.430767746218925
morleyobserver.co.uk	22		-0.0565914019826175
morning-times.com	48		0.029064887391512993
morningadvertiser.co.uk	1		-0.49061233247622515
morningconsult.com	11	0.0071	0.3246448737547987
morningjournal.com	27		0.050855320364040134
morningjournalnews.com	27		0.10516564888231765
morningstar.co.uk	19		0.2141704017287377
morningstar.com	10	0.2547	0.018143088375927457
morningstaronline.co.uk	19		0.10523966478040392
morningsun.net	46		-0.522824904822172
morpethherald.co.uk	1		-0.31043615380532746
mortgagebrokernews.ca	16		-0.34086384342758963
mortgagefinancegazette.com	22		-0.14139098684864765
mortgageintroducer.com	22		-0.10485467336878983
mortgageorb.com	22		-0.07949470202160719
mortgagesolutions.co.uk	22		-0.10595666630513063
mortgagestrategy.co.uk	22		-0.11762557762823014
mortontimesnews.com	26		-0.1388280057655697
morungexpress.com	5		0.08949654708439482
motherjones.com	15	-0.6966	0.3162890619517094
motherwelltimes.co.uk	40		-0.43061381274437693
motocrossactionmag.com	46		-0.5766698629299675
motor1.com	39		-0.09243355873640825
motorcycle-usa.com	30		-0.4552190443308446
motorcyclistonline.com	30		-0.3735424614975678
motoring.com.au	39		-0.1094135311321544
motoringresearch.com	39		-0.1089869637538419
motormag.com.au	39		-0.1821595482561187
motoroids.com	39		-0.26239042219058606
motorsport.com	39	0.5644	-0.07926203539348055
motortrader.com	46		-0.5670241990849285
motortrend.com	39	0.3265	-0.22690651433368905
moultonadvertiser.com	48		0.2624285336619269
moultrienews.com	46		-0.45850921130078853
moultrieobserver.com	30		-0.3893512144300249
mountaineagle.com	30		-0.4376021075840246
mountainx.com	30	-0.3883	-0.5298742163746928
mountvernonnews.com	46		-0.6452699545621436
mouseplanet.com	46		-0.68862673131338
moviecitynews.com	46		-0.6537077607561967
moviefone.com	20	-0.1325	-0.03755155163393743
moviehole.net	20		-0.1150817907575459
moviemaker.com	20	-0.4307	-0.5638057962079244
movies.ie	20		-0.2525614355286336
movietvtechgeeks.com	48	-0.1201	0.06463426418075917
movieweb.com	20	0.1106	-0.047677697591260455
mpamag.com	22	0.7328	-0.06265932169112023
mpbn.net	22	-0.4266	0.11540104578703889
mpbonline.org	30		-0.19437515680257314
mpnews.com.au	46		-0.624847419607933
mpnnow.com	25	0.2295	-0.010911462130963627
mprnews.org	9	-0.5006	0.21187297932691598
mrc.org	15		-0.19011894376018748
mromagazine.com	16		-0.11953165427755034
mrt.com	21		0.6005304337555671
msbusiness.com	30		-0.19163290283693024
msmagazine.com	30	-0.8201	-0.5416449607788376
msn.com	11	0.1171	0.4619911159514302
msnbc.com	15	-0.6243	0.0906788444756205
msnewsnow.com	11	0.0956	0.49809415968944837
mspmentor.net	17	0.2197	-0.15891060803381502
mspoweruser.com	31	0.2637	-0.13131969605990454
msstate.edu	46		-0.6624174575122072
mst.edu	46		-0.6748729466920184
mstarz.com	13	0.1302	-0.08599154787444951
msu.edu	43		-0.3183094621701421
mtairynews.com	46		-0.6923559030821607
mtexpress.com	46		-0.5535169654763029
mtpr.org	0		0.3004941963499051
mtshastanews.com	22		-0.10488163683565642
mtstandard.com	21	-0.1776	0.45943746414355785
mtsusidelines.com	30		-0.48104605407355866
mtu.edu	46		-0.582912649406127
mtv.co.uk	13	-0.1093	-0.1533740259225736
mtv.com	13	-0.105	-0.16823193598783565
mtv.com.au	13		-0.11224627669724355
mu.nu	39		-0.18544918437260535
mudgeeguardian.com.au	7		0.01551092275300584
mufclatest.com	4		-0.05428781782664283
multichannel.com	22	0.0223	-0.02718015703049519
multichannelmerchant.com	28		-0.35377389632174144
multihousingnews.com	46	-0.0573	-0.5003528128390727
mumbaimirror.com	5		-0.03299439775410998
mumbrella.com.au	36		-0.37175688437647963
munster-express.ie	33		-0.4323531188308041
murfreesboropost.com	30		-0.37076921357064996
murrayledger.com	18		-0.23122062566225718
murrayvalleystandard.com.au	46		-0.55597685925633
muscatinejournal.com	21		0.6628625218203386
music-news.com	13	-0.1687	-0.0948249926637707
musically.com	32	-0.7719	-0.5784864684238321
musicbusinessworldwide.com	32	-0.5155	-0.63247721803079
musicfeeds.com.au	32	0.0332	-0.2805452346492252
musicomh.com	32		-0.5903449559668904
musicradar.com	32	0.1087	-0.33756009740546905
musictimes.com	13	-0.073	-0.19830162410271657
musicweek.com	32	-0.6359	-0.5087732564697335
musketfire.com	22		-0.11784713694361584
muskogeephoenix.com	18	0.5249	0.11204443373494348
muskokaregion.com	38		0.08006685339413148
muslimmatters.org	46	-0.7966	-0.5980554362506473
muslimnews.co.uk	6		0.3347676658365655
muswellbrookchronicle.com.au	7		0.006290280736253881
mv-voice.com	46		-0.5470827417281767
mvariety.com	46		-0.6288345790576784
mvtimes.com	34	-0.25	-0.42929316936878653
mwakilishi.com	22		-0.0496794710838425
mwcnews.net	6		0.48063236866699355
mxdwn.com	32		-0.3955103982782743
myajc.com	18	-0.2041	-0.005037464504611172
myarklamiss.com	11	0.4306	0.5556659722864693
mybroadband.co.za	22		-0.03619806076779511
mycentraljersey.com	22	0.0879	0.06445785775529732
mycentraloregon.com	11		0.4608283948185092
mychamplainvalley.com	11		0.5709801914091875
mycitizensnews.com	46		-0.6495631772412426
mycn2.com	18	0.2413	-0.03262535966094088
mydaytondailynews.com	27	0.1168	-0.0013119501160433053
mydigitalfc.com	5		-0.0347797692039717
myeasternshoremd.com	30		-0.18639697191101573
myedmondsnews.com	46		-0.6468502828882388
myfox28columbus.com	8		0.3778625081785837
myfox8.com	11	0.3968	0.2442659664475235
myfoxboston.com	34	0.112	0.1668003298439453
myfoxzone.com	11		0.4595022357336279
mygrandeprairienow.com	16		-0.3535878516667621
mygtn.tv	8		0.2209592278278813
myhighplains.com	11		0.40553732820311034
myjournalcourier.com	26		0.3859303561537217
myjoyonline.com	22		-0.04098775075454774
mykawartha.com	38		0.08867148460806186
mymotherlode.com	48		-0.020853588223643964
mynbc5.com	22	-0.151	7.751119694785272e-05
myndnow.com	11		0.32683790709277605
myneworleans.com	46	-0.0066	-0.5655150743380672
mynews13.com	48	0.3128	0.38762648177900527
mynews4.com	8	0.1883	0.30774161854249155
mynewsdesk.com	46	-0.2107	-0.5329390376525383
mynewsla.com	22		-0.11454403283598577
mynintendonews.com	31	-0.0985	-0.17664488162133768
mynorthbaynow.com	16		-0.3216870380523129
mynorthwest.com	22	0.137	0.14515647521201316
mypalmbeachpost.com	18	-0.0689	0.17027616227644018
mypanhandle.com	11		0.5090093173149569
myplainview.com	21		0.6832520145207104
myrecordjournal.com	22	0.1408	-0.1474683732523594
myrepublica.com	4		-0.04429032437055121
myrtlebeachonline.com	48	0.2184	0.42410799820231826
mysanantonio.com	48	0.0318	0.38619914065440886
mysinchew.com	49		0.12993623194175083
mysocalledgaylife.co.uk	30		-0.24885552706589853
myspace.com	13	-0.0941	-0.17592689575963324
mystateline.com	11		0.54960692414603
mystatesman.com	18	-0.1405	0.08002713718462756
mysuburbanlife.com	26		-0.1969848725674309
mysuncoast.com	11	0.4124	0.3290653445029722
mysunshinecoast.com.au	36		-0.11940423099148535
mytwintiers.com	11	0.3623	0.6181824141284452
myvalleynews.com	11		0.19806973794901991
mywabashvalley.com	11		0.41957914030787935
mywebpal.com	30		-0.4276971802284744
mywebtimes.com	26		-0.1152318809626312
myyellowknifenow.com	46		-0.6676357400668304
nacsonline.com	29		-0.22030942167747097
nagalandpost.com	5		0.024579249445824437
naharnet.com	6	-0.1248	0.4165958991280011
naij.com	14		-0.054352705441272346
naija247news.com	14		-0.04248788350556599
nambuccaguardian.com.au	7		0.013621731164398323
nan.ng	14		0.008070046472049487
nanaimodailynews.com	30		-0.4325597101410496
nanowerk.com	41	-0.2713	-0.14743380778840798
nantonnews.com	16		-0.051184369773494776
napavalleyregister.com	21	0.1744	0.6126056690550304
naplesherald.com	48	0.4223	-0.006943843738629337
naplesnews.com	48	0.374	0.16698740300055495
naracoorteherald.com.au	7		0.0011587293204904036
naroomanewsonline.com.au	7		0.013743299711561522
narrominenewsonline.com.au	7		0.00903898326126287
nasa.gov	41	-0.1119	-0.18354945615730658
nasaspaceflight.com	41	-0.1024	-0.11057159884298465
nascar.com	18	0.5707	-0.1156213047516209
nasdaq.com	10	0.2317	0.06839622803346974
nashuatelegraph.com	34	0.2708	-0.058879687348038785
nashville.com	22		-0.1919849927901995
nashvillepost.com	18		-0.0837668453984467
nashvillepublicradio.org	18		-0.1188014149722435
nashvillescene.com	32	-0.3931	-0.32699440994449236
nation.co.ke	22	-0.4991	-0.0026499147029473953
nation.com.pk	22	-0.4456	0.06666150581501301
nation.lk	22		-0.07474807286013933
nationalclubgolfer.com	22		-0.07198955545756743
nationaldefensemagazine.org	3	0.1309	-0.12995908700228959
nationalenquirer.com	13	0.5089	-0.3195311655314513
nationalfootballpost.com	48	0.3281	-0.06730902127941209
nationalgeographic.com	41	-0.3706	-0.23055023609907077
nationalhogfarmer.com	30	0.6725	-0.19772827878878693
nationalinterest.org	3	0.2148	0.16644020414176205
nationaljournal.com	11	-0.0941	0.29349354898309366
nationalmemo.com	15	-0.7783	0.36741315904098437
nationalmirroronline.net	14		-0.05799549198371964
nationalmortgagenews.com	22	0.5166	-0.10503921109282444
nationalmortgageprofessional.com	22	0.4453	-0.07628625443348308
nationalobserver.com	16	-0.715	-0.04416895874168169
nationalparkstraveler.com	30	-0.2097	-0.19276445104941722
nationalpost.com	38	-0.1346	0.10083296061239475
nationalreview.com	15	0.6361	0.34071558900860843
nationalrighttolifenews.org	45		-0.19335961451705497
nationnews.com	37		-0.11121441228742768
nationofblue.com	18	0.3446	-0.08576064347705814
natlawreview.com	22	0.018	-0.03458233550307833
naturalgaseurope.com	28		-0.04846878496549476
naturalgasintel.com	28		-0.09917230490543344
naturalgasworld.com	28		-0.05944157311364075
naturalnews.com	15	0.3603	-0.21841095738583102
naturalproductsinsider.com	29		-0.21430172803788636
nature.com	41	-0.4903	-0.25149682294515835
natureworldnews.com	41	-0.2841	-0.12934919170624978
naval-technology.com	46		-0.45505106205619866
navasotaexaminer.com	46		-0.6722393562031368
navhindtimes.in	5		-0.05130556479356651
navy.mil	3	0.543	-0.3075486410205367
navytimes.com	3	0.3479	0.1431064754108204
nawindpower.com	28		-0.1837935876698772
nba.com	48	0.1896	0.031871714059263555
nbc-2.com	11	0.3623	0.5754767215952751
nbc11news.com	11	0.2974	0.20120124845634066
nbc12.com	11	0.0233	0.6008267564590962
nbc15.com	9	0.2197	0.025352966357729757
nbc24.com	27		-0.21879343745108001
nbc26.com	9		0.16023755389401065
nbc29.com	22	0.1215	0.014102710454194815
nbc4i.com	11	0.153	0.4796909148953651
nbcbayarea.com	11	-0.0636	0.4112404022322975
nbcchicago.com	26	0.0766	0.2049226063964758
nbcconnecticut.com	11	0.0473	0.30373815784064545
nbcdfw.com	2	0.3781	0.3252132815309648
nbclosangeles.com	11	-0.0937	0.3625330695137596
nbcmiami.com	11	0.0363	0.5005832099653261
nbcmontana.com	11	-0.2341	0.519486129117844
nbcneb.com	22		-0.17266899375016012
nbcnews.com	11	-0.1558	0.5145566864462181
nbcnewyork.com	11	-0.1795	0.4504190216401109
nbcolympics.com	30	0.0862	-0.17892953412530252
nbcphiladelphia.com	18	-0.1082	0.05283770753074882
nbcrightnow.com	22		-0.08414141410831705
nbcsandiego.com	11	0.1085	0.2823343383453756
nbcsports.com	48	0.1888	-0.01430486217733425
nbcwashington.com	11	-0.2537	0.49181360278069997
nbr.co.nz	22		-0.15800156011538663
ncaa.com	18	0.4165	-0.015348404405604327
ncadvertiser.com	30		-0.3345833855997817
ncnewsonline.com	18	0.0974	0.03232859261618118
ncnewspress.com	22		-0.19761899372556122
ncpolicywatch.org	30		-0.20542207506399043
ncregister.com	45	0.7611	-0.047631946989564966
ncronline.org	45	-0.3401	-0.041350333342512716
nd.edu	46		-0.6004803895386007
ndinsider.com	23	0.4396	-0.24325302055852457
ndsmcobserver.com	23	0.2322	-0.3261189598154405
ndtv.com	5	-0.1258	0.023201151243967894
nearshoreamericas.com	46		-0.589720911622001
nebraska.tv	8	0.6493	0.29954271194470494
nebraskaradionetwork.com	22		-0.07305191355152173
necn.com	11	-0.193	0.40791581454444353
neconnected.co.uk	1		-0.39122721828257806
nehandaradio.com	37		-0.16191227405066108
neimagazine.com	28		-0.35786790652642525
nelsonstar.com	38		0.024233581311121067
nenaghguardian.ie	33		-0.39326508602896887
neonnettle.com	15	0.5061	0.3491114450502893
neontommy.com	46	-0.4004	-0.6175513641253554
neoshodailynews.com	30		-0.25908699787105655
neoskosmos.com	7		-0.2650872623648012
